iter	RMSE
220	164.227895
221	163.7012944
222	163.4915831
223	163.1310145
224	162.6373178
225	162.4085155
226	162.1861152
227	161.6750307
228	161.373147
229	161.183642
230	160.984475
231	160.6521736
232	160.4498555
233	160.0268173
234	159.70927
235	159.518286
236	159.2733495
237	158.8974792
238	158.3776284
239	158.0074378
240	157.8254737
241	157.4441223
242	157.1823817
243	156.9352718
244	156.4802596
245	156.2683967
246	155.7426897
247	155.6031353
248	155.3614382
249	155.1683028
250	154.9249336
251	154.7433646
252	154.4898136
253	154.1163615
254	153.9487691
255	153.689983
256	153.4075222
257	153.1287253
258	152.856173
259	152.689722
260	152.4218235
261	152.2666053
262	151.9859418
263	151.8144218
264	151.3847624
265	151.1947647
266	150.9282907
267	150.7391862
268	150.5795804
269	150.3343443
270	150.0978717
271	149.8933715
272	149.6489125
273	149.5281052
274	149.140179
275	149.0095772
276	148.5950039
277	148.2823652
278	147.9907054
279	147.8126339
280	147.4210756
281	147.2715742
282	146.9952646
283	146.6156223
284	146.4865045
285	146.2630536
286	146.1403689
287	145.8476401
288	145.4380233
289	145.1660658
290	144.8638197
291	144.6405208
292	144.4948564
293	144.3598612
294	144.1468371
295	144.034641
296	143.7671582
297	143.5665961
298	143.3691502
299	143.1253072
300	142.8049561
301	142.6753115
302	142.3253786
303	141.9837596
304	141.7855336
305	141.4930438
306	141.1990408
307	140.8944163
308	140.6787303
309	140.3406921
310	140.125335
311	139.8919574
312	139.6203436
313	139.3179211
314	139.0890225
315	138.8228939
316	138.5491152
317	138.2169946
318	138.106608
319	138.0073085
320	137.8651748
321	137.6389421
322	137.3231228
323	137.0508484
324	136.8046135
325	136.5501111
326	136.2958237
327	136.0334791
328	135.7070181
329	135.5563539
330	135.302667
331	135.0088664
332	134.8517688
333	134.6824371
334	134.5087801
335	134.2821085
336	134.0940259
337	133.9055567
338	133.6739813
339	133.4095164
340	133.2126203
341	132.8872403
342	132.7157857
343	132.5776326
344	132.4477653
345	132.2879101
346	132.0648437
347	131.9753514
348	131.7493477
349	131.5321309
350	131.283109
351	130.9731271
352	130.8479168
353	130.6074263
354	130.3934623
355	130.3052815
356	130.1465626
357	129.9125035
358	129.6872856
359	129.5303281
360	129.3493441
361	129.1719161
362	129.0108854
363	128.8821533
364	128.7245898
365	128.4816369
366	128.3359993
367	128.2310084
368	128.0136241
369	127.845589
370	127.6534454
371	127.5802921
372	127.4350778
373	127.1820047
374	127.0283404
375	126.9194743
376	126.7253386
377	126.6010216
378	126.3780197
379	126.2191964
380	126.0585866
381	125.8060499
382	125.6355307
383	125.4327227
384	125.2130377
385	125.1166584
386	124.9337938
387	124.700828
388	124.5912825
389	124.5139614
390	124.3412987
391	124.2388049
392	123.8878466
393	123.7308005
394	123.5232965
395	123.4412494
396	123.3048788
397	123.1662955
398	122.9831105
399	122.8215108
400	122.6407486
401	122.524017
402	122.4518076
403	122.311281
404	122.1734031
405	121.9378723
406	121.8622903
407	121.6488563
408	121.4901345
409	121.3050445
410	121.0929623
411	121.0175213
412	120.8832947
413	120.7562609
414	120.561342
415	120.4435989
416	120.3132123
417	120.2285406
418	120.0482086
419	119.9259227
420	119.8074556
421	119.7378016
422	119.6121767
423	119.3444969
424	119.132073
425	119.040418
426	118.8463365
427	118.6852427
428	118.4669882
429	118.3482168
430	118.1996175
431	118.0671236
432	117.9516102
433	117.7516275
434	117.6648329
435	117.5449746
436	117.3852946
437	117.2046553
438	117.0994022
439	116.9793794
440	116.832154
441	116.7121937
442	116.6745736
443	116.5575679
444	116.2868687
445	116.1486812
446	115.9980562
447	115.8604788
448	115.726127
449	115.5812678
450	115.4162902
451	115.2639195
452	115.162733
453	114.9674958
454	114.859306
455	114.7781119
456	114.6828182
457	114.5393163
458	114.2889978
459	114.0868923
460	113.9640316
461	113.8823517
462	113.8054674
463	113.7023309
464	113.6139
465	113.4387445
466	113.3142114
467	113.2230442
468	113.1886153
469	113.0942635
470	113.0172064
471	112.9154827
472	112.7896155
473	112.6583765
474	112.5415382
475	112.3609426
476	112.2900599
477	112.218327
478	112.0980452
479	112.0657077
480	111.9562865
481	111.8180243
482	111.7117812
483	111.6168007
484	111.5141868
485	111.3390551
486	111.188025
487	111.043162
488	110.9281894
489	110.866856
490	110.814518
491	110.6768172
492	110.464667
493	110.3755411
494	110.3480744
495	110.2330927
496	110.1579924
497	109.9900594
498	109.8905495
499	109.7917123
